date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:04	77216/77216	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ad2-12da0-5660f7cf67b0f%22	http://www.ethemes.com/demo/Dale/images/blog-image-2.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/blog-image-2.jpg	(from http://www.ethemes.com/demo/Dale/)
17:18:14	54986/54986	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ade-d6ca-5660f7d1015c8%22	http://www.ethemes.com/demo/Dale/images/gallary1.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary1.jpg	(from http://www.ethemes.com/demo/Dale/)
17:18:24	59245/59245	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ae2-e76d-5660f7d18d02c%22	http://www.ethemes.com/demo/Dale/images/gallary3.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary3.jpg	(from http://www.ethemes.com/demo/Dale/)
17:18:36	70123/70123	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ae0-111eb-5660f7d1457a2%22	http://www.ethemes.com/demo/Dale/images/gallary2.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary2.jpg	(from http://www.ethemes.com/demo/Dale/)
17:18:48	71209/71209	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ae6-11629-5660f7d22de67%22	http://www.ethemes.com/demo/Dale/images/gallary5.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary5.jpg	(from http://www.ethemes.com/demo/Dale/)
17:19:03	83288/83288	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ae4-14558-5660f7d1dd93e%22	http://www.ethemes.com/demo/Dale/images/gallary4.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary4.jpg	(from http://www.ethemes.com/demo/Dale/)
17:19:14	67663/67663	---M--	200	added ('OK')	image/jpeg	etag:%2235e1ae8-1084f-5660f7d28c23a%22	http://www.ethemes.com/demo/Dale/images/gallary6.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary6.jpg	(from http://www.ethemes.com/demo/Dale/)
17:19:26	66898/66898	---M--	200	added ('OK')	image/jpeg	etag:%2235e1aea-10552-5660f7d2d179b%22	http://www.ethemes.com/demo/Dale/images/gallary7.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary7.jpg	(from http://www.ethemes.com/demo/Dale/)
17:19:40	80650/80650	---M--	200	added ('OK')	image/jpeg	etag:%2235e1aec-13b0a-5660f7d319bdd%22	http://www.ethemes.com/demo/Dale/images/gallary8.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/gallary8.jpg	(from http://www.ethemes.com/demo/Dale/)
17:19:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Feb%202018%2011:49:40%20GMT	http://www.ethemes.com/demo/Dale/images/design/blank.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/design/blank.2a.delayed	(from http://www.ethemes.com/demo/Dale/)
17:19:46	10517/10517	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Feb%202018%2011:49:43%20GMT	http://ethemes.com/demo/Dale/images/design/blank.jpg	C:/Users/Bharath/Desktop/Templates/dale/ethemes.com/demo/Dale/images/design/blank.2b.delayed	(from http://www.ethemes.com/demo/Dale/)
17:19:57	68584/68584	---M--	200	added ('OK')	image/jpeg	etag:%2235e1af9-10be8-5660f7d5427aa%22	http://www.ethemes.com/demo/Dale/images/team1.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/team1.jpg	(from http://www.ethemes.com/demo/Dale/)
17:20:07	58260/58260	---M--	200	added ('OK')	image/jpeg	etag:%2235e1afb-e394-5660f7d5ae63c%22	http://www.ethemes.com/demo/Dale/images/team2.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/team2.jpg	(from http://www.ethemes.com/demo/Dale/)
17:20:18	61353/61353	---M--	200	added ('OK')	image/jpeg	etag:%2235e1aff-efa9-5660f7d640a18%22	http://www.ethemes.com/demo/Dale/images/team4.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/team4.jpg	(from http://www.ethemes.com/demo/Dale/)
17:20:27	53161/53161	---M--	200	added ('OK')	image/jpeg	etag:%2235e1afd-cfa9-5660f7d5f85d6%22	http://www.ethemes.com/demo/Dale/images/team3.jpg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/team3.jpg	(from http://www.ethemes.com/demo/Dale/)
17:20:29	5243/5243	---M--	200	added ('OK')	image/png	etag:%2235e1aee-147b-5660f7d338bf6%22	http://www.ethemes.com/demo/Dale/images/logo-light.png	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/logo-light.png	(from http://www.ethemes.com/demo/Dale/)
17:20:45	96381/96381	---M--	200	added ('OK')	application/javascript	etag:%2235e1b08-1787d-5660f7d760f66%22	http://www.ethemes.com/demo/Dale/js/jquery-1.11.0.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery-1.11.0.min.js	(from http://www.ethemes.com/demo/Dale/)
17:20:47	8097/8097	---M--	200	added ('OK')	application/javascript	etag:%2235e1b0c-1fa1-5660f7d7a0ed8%22	http://www.ethemes.com/demo/Dale/js/jquery.easing.1.3.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.easing.1.3.js	(from http://www.ethemes.com/demo/Dale/)
17:20:52	29165/29165	---M--	200	added ('OK')	application/javascript	etag:%2235e1b04-71ed-5660f7d6efecc%22	http://www.ethemes.com/demo/Dale/js/bootstrap.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/bootstrap.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:08	91641/91641	---M--	200	added ('OK')	application/javascript	etag:%2235e1b14-165f9-5660f7d868a2d%22	http://www.ethemes.com/demo/Dale/js/masterslider.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/masterslider.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:09	1840/1840	---M--	200	added ('OK')	application/javascript	etag:%2235e1b15-730-5660f7d85f1d4%22	http://www.ethemes.com/demo/Dale/js/masterslider.staff.carousel.dev.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/masterslider.staff.carousel.dev.js	(from http://www.ethemes.com/demo/Dale/)
17:21:10	2982/2982	---M--	200	added ('OK')	application/javascript	etag:%2235e1b1b-ba6-5660f7d8e5e18%22	http://www.ethemes.com/demo/Dale/js/wow.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/wow.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:12	8064/8064	---M--	200	added ('OK')	application/javascript	etag:%2235e1b1a-1f80-5660f7d8dc1d7%22	http://www.ethemes.com/demo/Dale/js/waypoints.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/waypoints.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:14	2029721/2029721	---M--	200	added ('OK')	video/ogg	etag:%2235e2447-1ef899-5660fa6772a56%22	http://www.ethemes.com/demo/Dale/videos/RecordPlayer/RecordPlayer.ogv	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/videos/RecordPlayer/RecordPlayer.ogv	(from http://www.ethemes.com/demo/Dale/)
17:21:14	14682/14682	---M--	200	added ('OK')	application/javascript	etag:%2235e1b18-395a-5660f7d8b58a6%22	http://www.ethemes.com/demo/Dale/js/underscore-min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/underscore-min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:15	4233/4233	---M--	200	added ('OK')	application/javascript	etag:%2235e1b0a-1089-5660f7d77827f%22	http://www.ethemes.com/demo/Dale/js/jquery.backstretch.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.backstretch.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:17	13288/13288	---M--	200	added ('OK')	application/javascript	etag:%2235e1b09-33e8-5660f7d75ffc6%22	http://www.ethemes.com/demo/Dale/js/jquery.animation.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.animation.js	(from http://www.ethemes.com/demo/Dale/)
17:21:18	15965/15965	---M--	200	added ('OK')	application/javascript	etag:%2235e1b0e-3e5d-5660f7d7d3771%22	http://www.ethemes.com/demo/Dale/js/jquery.isotope.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.isotope.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:20	4852/4852	---M--	200	added ('OK')	application/javascript	etag:%2235e1b0b-12f4-5660f7d7841e7%22	http://www.ethemes.com/demo/Dale/js/jquery.contact.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.contact.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:20	12636/12636	---M--	200	added ('OK')	application/javascript	etag:%2235e1b11-315c-5660f7d80871a%22	http://www.ethemes.com/demo/Dale/js/jquery.stellar.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.stellar.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:21	2993/2993	---M--	200	added ('OK')	application/javascript	etag:%2235e1b17-bb1-5660f7d88a53d%22	http://www.ethemes.com/demo/Dale/js/retina-1.1.0.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/retina-1.1.0.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:23	12201/12201	---M--	200	added ('OK')	application/javascript	etag:%2235e1b10-2fa9-5660f7d7feec2%22	http://www.ethemes.com/demo/Dale/js/jquery.nivo.slider.pack.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.nivo.slider.pack.js	(from http://www.ethemes.com/demo/Dale/)
17:21:29	57983/57983	---M--	200	added ('OK')	application/javascript	etag:%2235e1b0f-e27f-5660f7d7e9702%22	http://www.ethemes.com/demo/Dale/js/jquery.nicescroll.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.nicescroll.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:32	14916/14916	---M--	200	added ('OK')	application/javascript	etag:%2235e1b16-3a44-5660f7d888215%22	http://www.ethemes.com/demo/Dale/js/owl.carousel.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/owl.carousel.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:33	58078/58078	---M--	200	added ('OK')	application/javascript	etag:%2235e1b19-e2de-5660f7d8cac7f%22	http://www.ethemes.com/demo/Dale/js/video.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/video.js	(from http://www.ethemes.com/demo/Dale/)
17:21:34	5447/5447	---M--	200	added ('OK')	application/javascript	etag:%2235e1b12-1547-5660f7d822cfb%22	http://www.ethemes.com/demo/Dale/js/jquery.twitterfeed.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/jquery.twitterfeed.js	(from http://www.ethemes.com/demo/Dale/)
17:21:35	7800/7800	---M--	200	added ('OK')	application/javascript	etag:%2235e1b13-1e78-5660f7d82ec63%22	http://www.ethemes.com/demo/Dale/js/lightbox.min.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/lightbox.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:37	23632/23632	---M--	200	added ('OK')	application/javascript	etag:%2235e1b06-5c50-5660f7d71b61d%22	http://www.ethemes.com/demo/Dale/js/custom.js	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/js/custom.js	(from http://www.ethemes.com/demo/Dale/)
17:21:42	11891/11891	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252ef5c943baad21:0%22	https://img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	C:/Users/Bharath/Desktop/Templates/dale/img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	(from http://www.ethemes.com/demo/Dale/)
17:21:46	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2235e1ac1-4f42-5660f7cc49d5c%22	http://www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.eot	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.eot	(from http://www.ethemes.com/demo/Dale/css/bootstrap.css)
17:21:47	23292/23292	---M--	200	added ('OK')	application/x-font-woff	etag:%2235e1ac4-5afc-5660f7cca042e%22	http://www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.woff	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.woff	(from http://www.ethemes.com/demo/Dale/css/bootstrap.css)
17:21:49	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2235e1ac1-4f42-5660f7cc49d5c%22	http://www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.eot?	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.ethemes.com/demo/Dale/css/bootstrap.css)
17:21:51	62850/62850	---M--	200	added ('OK')	image/svg+xml	etag:%2235e1ac2-f582-5660f7cc623fd%22	http://www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.svg	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/fonts/glyphicons-halflings-regular.svg	(from http://www.ethemes.com/demo/Dale/css/bootstrap.css)
17:21:54	10946/10946	---M--	200	added ('OK')	image/gif	etag:%2235e2412-2ac2-5660fa0690e09%22	http://www.ethemes.com/demo/Dale/images/design/preload.GIF	C:/Users/Bharath/Desktop/Templates/dale/www.ethemes.com/demo/Dale/images/design/preload.gif	(from http://www.ethemes.com/demo/Dale/css/style.css)
